timestamp;problem;algorithm;structure;vertices;density;iterations;duration_us
# Algorytm: Ford-Fulkerson | Badana struktura: Macierz Incydencji
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;24;846
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;25;827
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;26;880
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;27;833
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;28;904
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;29;832
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;30;912
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;31;825
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;32;829
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;33;854
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;34;834
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;35;858
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;36;870
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;37;954
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;38;836
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;39;873
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;40;830
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;41;828
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;42;844
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;43;825
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;44;858
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;45;852
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;46;845
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;47;830
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;48;826
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;49;857
2026-06-19 06:53:14;MF;FordFulkerson;AdjacencyList;30;50;50;827
;;;;;;;AVG: 847
;;;;;;;MIN: 822
;;;;;;;MAX: 954
