timestamp;problem;algorithm;structure;vertices;density;iterations;duration_us
# Algorytm: Ford-Fulkerson | Badana struktura: Macierz Incydencji
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;1;7683
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;2;7425
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;3;7704
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;4;7382
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;5;7489
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;6;7371
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;7;7645
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;8;7395
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;9;7445
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;10;7442
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;11;7510
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;12;7416
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;13;7400
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;14;7518
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;15;7446
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;16;7478
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;17;7846
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;18;7532
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;19;7537
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;20;7473
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;21;7447
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;22;7617
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;23;7593
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;24;7567
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;25;7400
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;26;7679
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;27;8112
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;28;7457
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;29;7492
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;30;7360
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;31;7478
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;32;7246
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;33;7175
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;34;7262
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;35;7477
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;36;7195
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;37;7446
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;38;7450
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;39;7883
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;40;7413
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;41;7398
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;42;7374
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;43;7239
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;44;7369
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;45;7910
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;46;7478
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;47;7533
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;48;7430
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;49;7610
2026-06-19 06:53:15;MF;FordFulkerson;IncidenceMatrix;60;50;50;7495
;;;;;;;AVG: 7494
;;;;;;;MIN: 7175
;;;;;;;MAX: 8112
# Algorytm: Ford-Fulkerson | Badana struktura: Lista Nastepnikow
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;1;6649
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;2;6663
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;3;6837
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;4;6715
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;5;7575
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;6;6610
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;7;6766
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;8;6840
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;9;7815
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;10;6560
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;11;6619
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;12;6547
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;13;6614
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;14;6604
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;15;6501
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;16;6678
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;17;6548
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;18;6607
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;19;6519
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;20;7463
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;21;6563
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;22;6774
2026-06-19 06:53:15;MF;FordFulkerson;AdjacencyList;60;50;23;6519
