timestamp;problem;algorithm;structure;vertices;density;iterations;duration_us
# Algorytm: Dijkstra | Badana struktura: Macierz Incydencji
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;1;1020
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;2;997
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;3;906
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;4;872
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;5;944
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;6;872
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;7;999
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;8;1520
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;9;1029
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;10;966
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;11;911
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;12;873
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;13;920
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;14;935
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;15;878
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;16;892
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;17;875
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;18;895
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;19;925
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;20;902
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;21;872
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;22;894
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;23;931
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;24;1151
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;25;1540
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;26;1047
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;27;873
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;28;897
2026-06-19 06:55:33;SP;Dijkstra;IncidenceMatrix;60;50;29;872
